hash,blockchain,transaction_type,amount,wallet_address,date,fee_crypto,fee_crypto_symbol,fee_usd,usd_ils_rate,fee_ils_standard,fee_ils_markup_6pct,crypto_amount_sent,error
0x7157ae51e0738fb2a226ac761711bcf87bc5be45f0680be305a78385850603a3,USDT-ERC20,send,464.994918,0xf5813e87f31a9c78f8286f2a49728ef7d73b6396,2024-02-26,0.0021846,ETH,5.46,3.649,19.93,21.12,464.994918,
0xff6aa72ce3a83ff58701ab25db051d43fddf6f7303d25eb1f910c7944109341a,USDT-ERC20,send,25.833785,0x5a9d04df783e902ea53217109ba80d3cb308a80d,2024-02-26,0.00175739,ETH,4.39,3.649,16.03,16.99,25.833785,
0x3a2326736561b36809911943dc89b4366225f450bcb41fe8a34cee36c565c264,ETH,send,0.156528,0xb5562b816af1b12ecb9e5c5790a5aa8b542d617d,2024-02-26,0.00069148,ETH,1.73,3.649,6.31,6.69,0.156528,
47bd5c7ff4696677cfbe6bc9b461ddcd824570e3aa4c53389c6c5b530cddc135,BTC,send,0.03366634,bc1qxv5tjzl2e9ruv5q92rfjfp4l2aahln50a65ghl,2024-02-26,3.566e-05,BTC,1.6,3.649,5.86,6.21,0.03366634,
0xcca78776c9d0bc8025421b2cfbb0b8b439ac29a2f8f56a4d4c6998467cb7d310,ETH,send,0.4241,0x8f8ae594070d321d834426610340608185568781,2024-02-26,0.00078804,ETH,1.97,3.649,7.19,7.62,0.4241,
a65a2b0b173a571727a34c61f31f57a5045fe1ca4cf7c96550a0e8c6404ad097,BTC,send,1.37385994,bc1q2uh3ykzmqswpjzdwdmnj5ak5rwc9wa858m4sjz,2024-02-26,3.074e-05,BTC,1.38,3.649,5.05,5.35,1.37385994,
0xc247c7204a416c6e190b7234660d01dd0e7573256ee51f4014afdde739a364a5,ETH,send,0.424849,0x8f8ae594070d321d834426610340608185568781,2024-02-26,0.00069163,ETH,1.73,3.649,6.31,6.69,0.424849,
0x2e8ad86e880838ca843d6b42ac3dc204a70a8e7d350556484f8bf14fc72d9260,USDT-ERC20,send,103.436949,0x8de5d215b25688a82d290768b976034bad67b0c1,2024-02-26,0.00202643,ETH,5.07,3.649,18.49,19.6,103.436949,
145679a3b26badb87ff53e6b8ed03fcb84aec6b3ab43ed3dfd0f4eba0992fe4a,,,,,,,,,,,,,Error fetching BTC transaction: 404 Client Error: Not Found for url: https://blockchain.info/rawtx/145679a3b26badb87ff53e6b8ed03fcb84aec6b3ab43ed3dfd0f4eba0992fe4a
0x356c3c2633b1c3598ff6f8d02eb8b0ec1023e90ffaa0b5893ec5f3cb61309291,ETH,send,0.212012,0x8fcdc93b1f060559815a2bbe6247f0fefbcf0dc4,2024-02-26,0.00066009,ETH,1.65,3.649,6.02,6.38,0.212012,
0xaafad4fbc6932a2dbe9604271193ecc2e2cf5b7646d5beafc0fbca07ec540aac,ETH,send,0.152541,0xcd3d1c5af0582a1231456dcfeaf736ba692ab58e,2024-02-26,0.0006525,ETH,1.63,3.649,5.95,6.31,0.152541,
0xf0a8c59ca7d515bc074798056829813a04cc7c0202dcf25f7cf8c21753a22ec0,ETH,send,0.042365,0x06249b8bbad5a077b772c6f9347d5c0a07f57a6d,2024-02-26,0.00065971,ETH,1.65,3.649,6.02,6.38,0.042365,
0x6aee61926cf83e44f459d5a645d7cc0da7ddb477fecccac5ae19f8d298314c11,ETH,send,0.186086,0xc2c92e6235c5d353adb65389efc66071dba04095,2024-02-26,0.0006146,ETH,1.54,3.649,5.61,5.94,0.186086,
0xb50f030a168467e9063a24192737f3b29464b79adfea23e384be1168fb8683bd,USDT-ERC20,send,1292.99865,0x6d76d9023442635e6e44e7687021351f23ad7047,2024-02-26,0.0014672,ETH,3.67,3.649,13.38,14.19,1292.99865,
0x84d5561455bf6529ed9dd4781dce54838a86557a999ecc09059d5dfeb08e984f,USDT-ERC20,send,116.37108,0x07fcbdda9d848876fee70b1c5fa9fe05a5932e06,2024-02-26,0.00201143,ETH,5.03,3.649,18.35,19.45,116.37108,
0x4a3d97060887cf4ae972aa71444aa30cf0b3364e6664c5d03deaf7db5d304951,USDT-ERC20,send,1293.0254,0x6d76d9023442635e6e44e7687021351f23ad7047,2024-02-26,0.00212816,ETH,5.32,3.649,19.41,20.58,1293.0254,
d6a0b58e8596af3d0dd6eb71b24a7bfe4bc23fce42e23adf7be55c02951c6655,BTC,send,0.01878919,bc1qrdw95u03czavqcf3ah7k3ukeg7h6fenhcmehyw,2024-02-26,4.581e-05,BTC,2.06,3.649,7.52,7.97,0.01878919,
0xacafe4a82d47ed0728975767efce249437bd68e56d3052121dce57e46633647f,USDT-ERC20,send,103.44096,0x1830fdff3bbf4d03b6b624b600d1767878d00f54,2024-02-26,0.00138715,ETH,3.47,3.649,12.65,13.41,103.44096,
0xf3efc504dea8f521e526b1b8566ab6901dc9e09c57fa427cee252b159eae456f,USDT-ERC20,send,336.162268,0x6072ee3a7817911a489681134ccfb2cc6d154e28,2024-02-26,0.00183558,ETH,4.59,3.649,16.75,17.75,336.162268,
0xe8ef67264c98d9e75495b8bbf92b346f43253f03d62530b6b21ed22aaa9ec6ca,USDT-ERC20,send,196.525633,0x844c44d81ee9a0b156d7cab3c38a79c6ccf42777,2024-02-26,0.001339,ETH,3.35,3.649,12.21,12.95,196.525633,
c27bfd5c07a6c62af771c65bb1450750c739e1f7febaf6c6c664cab801ac2ace,BTC,send,1.43411968,bc1q3q5wax2yay9kc7mvj93df8t59ys3n8ny2ay9rv,2024-02-26,3.13e-05,BTC,1.41,3.649,5.14,5.45,1.43411968,
0x8026e41ca95453e080c4c812748244746c35dca967a5e598915d8efe2b069a3d,USDT-ERC20,send,77.57691,0xb06e6d9232bd1e61da3a04700b001aaf8ed278fb,2024-02-26,0.00180451,ETH,4.51,3.649,16.46,17.45,77.57691,
0x15f238a5929aee5068b74eebf2a8f173acf6fa65326df766bfd59077c5e501e8,ETH,send,0.030456,0x6c2edb71c14f868a61e3525c9cdcc5498f9c0f20,2024-02-26,0.00061472,ETH,1.54,3.649,5.61,5.94,0.030456,
0x81b977e99f2760229abb127f689102e6109877e6c6116f58a851c141040c498c,ETH,send,0.02961,0xaf2a69a55f1a1aae1d995ff80762cc38081bf122,2024-02-26,0.00063133,ETH,1.58,3.649,5.76,6.1,0.02961,
0x41a82e16fe8530685be3be7b4c549cb82e2c1ac6ad06063f15eb5304f1a0e110,USDT-ERC20,send,362.648258,0x603b6ae34c68dd61b88b87e5b8ba1ba095255e0c,2024-02-26,0.00163681,ETH,4.09,3.649,14.93,15.83,362.648258,
0x449bef87bef7c6fde0f59bf219b02a689d1c6865751f248d405e35e1f080bf0b,USDT-ERC20,send,51.806894,0xae9c517a7f267b32d1d413dbac72e40e43904b31,2024-02-26,0.0015704,ETH,3.93,3.649,14.33,15.19,51.806894,
0a7c8a855b39308910b0c7a9d426f7b5b33a09b15e558d21b51d9993e2b5cfa1,BTC,send,1.44680098,bc1q7upuh5wddmjlzwk4d0j8hr58lg2yjaudgql3ld,2024-02-26,2.466e-05,BTC,1.11,3.649,4.05,4.29,1.44680098,
0x795958aa0eff073215271c5d3035b1d9104d97530f393418bd5864dcfaafcb99,ETH,send,0.042255,0xfc8ebb578360c3ab9a6d1b290004fa71b6f52916,2024-02-26,0.00067982,ETH,1.7,3.649,6.2,6.57,0.042255,
0xabe28a4095a35be24bee5355abd33014943259447c1af09c845874fdd4e30bc2,ETH,send,0.388792,0xfeb80717aafb06ab592a1eb6def059a0373e28e1,2024-02-26,0.0006214,ETH,1.55,3.649,5.67,6.01,0.388792,
0xa06e7501dc97d35b715b4c75c9626b654efde0525cd08212b512d8af2cf4861c,ETH,send,0.406032,0x0a041703ab8546d467485616abe2d20cfa0bbf7f,2024-02-26,0.00065982,ETH,1.65,3.649,6.02,6.38,0.406032,
0xb62fd419be3aeb54b44094b3aa45cbc7cab738c76cf2d12c079820720ca5a7fb,ETH,send,0.423725,0x0a041703ab8546d467485616abe2d20cfa0bbf7f,2024-02-26,0.00064476,ETH,1.61,3.649,5.88,6.23,0.423725,
e7fe6967f11df2829ebe237ec1b09e2980016f55045426fc7e6dc985b9984246,BTC,send,1.52658064,3HsJGo6RFSQAEmr4w5jZPnR3WBQV8t2fYf,2024-02-26,3.413e-05,BTC,1.54,3.649,5.6,5.94,1.52658064,
0xe5d8183826c08a8927fd82a4f7b0e873b78a42ad0cbe4f28349122d67cfabf57,USDT-ERC20,send,41.544304,0x5a9d04df783e902ea53217109ba80d3cb308a80d,2024-02-26,0.00144197,ETH,3.6,3.649,13.15,13.94,41.544304,
0x372311e001b90c6b1dccafb38c92fecfbbe4cc191a4707907a67b95d15c0b68a,USDT-ERC20,send,812.623958,0x06f0ebd155476abd1ad3bdb506118e2a5b324f6e,2024-02-26,0.00214866,ETH,5.37,3.649,19.6,20.78,812.623958,
e43b345ac3f230f7878fda7c1f0136f91288ade8a0ef8967b2f63780430c8a54,BTC,send,0.02853525,bc1q8tvjsln3f00ksdq5epgq68rulxeh97sgah872p,2024-02-26,2.575e-05,BTC,1.16,3.649,4.23,4.48,0.02853525,
0x662d460147cbac684e4488b6b910a52c3a854e96c59aa603edf832d341cf748d,ETH,send,0.332514,0x96ac3501d58d72bd0b17556c629e2a8c1b438a96,2024-02-26,0.00077219,ETH,1.93,3.649,7.04,7.47,0.332514,
0x808c1c5ba1888b6759e3db507666fc44ff4e4310b961b01955166f523f624a25,USDT-ERC20,send,129.809102,0x792beb6959ccf773166247c30a033030fa7a7c2e,2024-02-26,0.00192685,ETH,4.82,3.649,17.58,18.63,129.809102,
0xcc6b39e945bf0b4dba89b1755dffedfb7b82445148cba34abd2283c21355bf87,ETH,send,0.033918,0x45f153c5b4832f9c65ac548f79ccb41218cd71c3,2024-02-26,0.00068509,ETH,1.71,3.649,6.25,6.62,0.033918,
0x7604709b938e65f51ad97918c3dbedb7f39faabc6132f0bba7c47de5a9b20aa3,USDT-ERC20,send,1296.9361,0xd9a97abee74549cdfc97b4d5a4c9c7f620632b29,2024-02-26,0.0016268,ETH,4.07,3.649,14.84,15.73,1296.9361,
0x562abb8f43a071a5ed307afc66a247ae4bac684baede6a330960bcfd16c96417,USDT-ERC20,send,1297.000025,0xd9a97abee74549cdfc97b4d5a4c9c7f620632b29,2024-02-26,0.00191003,ETH,4.78,3.649,17.42,18.47,1297.000025,
aaefe4da9f78e9bea00fe97eb963621162c4b9d697b82afa95e96118f5a5578a,,,,,,,,,,,,,Error fetching BTC transaction: 404 Client Error: Not Found for url: https://blockchain.info/rawtx/aaefe4da9f78e9bea00fe97eb963621162c4b9d697b82afa95e96118f5a5578a
0xcad2433a3fdc82acf69c72dc3c87e5e18b30e80b2b25a141a17d5dd1b4e288ad,USDT-ERC20,send,648.49495,0x4b50851bb603015ca61a85e49736303cf48550b4,2024-02-26,0.00202882,ETH,5.07,3.649,18.51,19.62,648.49495,
1565f3980909fb292221cdc372ebc4955758f19883d6f0019ea42c65bf551dfa,BTC,send,1.58480277,bc1qmwv6965dem87k8rgh0r9gw4cmwhpuhvahgnq8k,2024-02-26,3.424e-05,BTC,1.54,3.649,5.62,5.96,1.58480277,
0x0d7a7fb1250a2f97972b389d4a4fa61e51feeea9b61fdbebffe27ec88f3da7f6,USDT-ERC20,send,389.084865,0x9d5ccffa78c21580a9411f90407f9c5f3e809661,2024-02-26,0.00213766,ETH,5.34,3.649,19.5,20.67,389.084865,
96c6e7719a7575a0e866e8e01153b4788cb078213de6ec8085c96eecec56315c,BTC,send,0.0083175,bc1qxjhcpx90vufpa9mdy5rusx8ws2zq56dw4wngvm,2024-02-26,1.789e-05,BTC,0.81,3.649,2.94,3.11,0.0083175,
0x427451266eeb65cc104e12357ddb7d2e75d271d3e72ee5728ff490289c76f762,USDT-ERC20,send,363.212766,0x35cdbad287a045eca03d93750e836b6af5a9fe4a,2024-02-26,0.00188757,ETH,4.72,3.649,17.22,18.25,363.212766,
a997548241764f2ea23dd48cb08fa897196db192623d7306c53bb7e2c9879a18,BTC,send,1.60690401,bc1qqwzzferx3a5xwgpa0q60r36f5m3cl6yx6wl6ak,2024-02-26,1.788e-05,BTC,0.8,3.649,2.94,3.11,1.60690401,
0x5f3e3f1e3ff228128f4c7b0fe3c3e65f015ff0ed6ac7621ee03c1f4b91ba56f8,ETH,send,0.288627,0x21caa55033390271d07065d7e20c472938a13aa5,2024-02-26,0.00068716,ETH,1.72,3.649,6.27,6.64,0.288627,
0x86c0ab1c98e03c18871efa523d2b5e4e1ddcbab11115b2fdb1728e9d5f20b68d,USDT-ERC20,send,44.118141,0x5a9d04df783e902ea53217109ba80d3cb308a80d,2024-02-26,0.00144326,ETH,3.61,3.649,13.17,13.96,44.118141,
0x5cf479af1b1f7c4237e9d3e1470652224931fd463e9a232d341f0c5487496bf0,USDT-ERC20,send,103.925256,0x1830fdff3bbf4d03b6b624b600d1767878d00f54,2024-02-25,0.00118399,ETH,2.96,3.636,10.76,11.41,103.925256,
7ca7db9349692a95af5da84c39d11c1800af478cd27ab068862dc06759af71fb,BTC,send,0.00538808,bc1qzdt7aa745t9nnq6j04a3sxual8r72jzq5vczc5,2024-02-25,1.651e-05,BTC,0.74,3.636,2.7,2.86,0.00538808,
0xe9ec0fc9112f7d6efee7e7a45f4592b6aeb00a4ba9a606280e9875a5a19a1c1f,USDT-ERC20,send,103.973069,0xee2bdab0af00b1e0990768ad768417f14cbb65f3,2024-02-25,0.00202775,ETH,5.07,3.636,18.43,19.54,103.973069,
712bc97f720e8d96914ca84b430f7cc2f4b03c874d24a5c7be8cd98d827a7275,BTC,send,0.04782659,bc1qg9ak9ljwksldq8cgce6kwtvwkru0j3k0jvyfvn,2024-02-25,3.231e-05,BTC,1.45,3.636,5.29,5.6,0.04782659,
0x627eec7fe97a504b44bbcab63f5a8cf106d5b358b282bd8dda11f6bb2831465c,ETH,send,0.187913,0xc0333474f70a949dd599db5def603254401b9545,2024-02-25,0.0007872,ETH,1.97,3.636,7.16,7.59,0.187913,
0xf4f134939120ed3324c00466dda860bbcbf350c43e29a17f271393d879c4fc41,USDT-ERC20,send,103.966584,0x551e0cf58f0a9db914c9fdc456d510464ae02e41,2024-02-25,0.00188626,ETH,4.72,3.636,17.15,18.17,103.966584,
de7a4aa86063a431853c8cad3d786dda2042e016611eace8ab96f5ab416d6d16,BTC,send,0.02847188,bc1q7xsxlfmey3fklrm3kczcnpcur48sfanfr226y2,2024-02-25,2.412e-05,BTC,1.09,3.636,3.95,4.18,0.02847188,
0x3a771ca43eb5899acad588043904c134f579ad9dd53e3ce906c3b7b5aacf5c4a,USDT-ERC20,send,363.880209,0x551e0cf58f0a9db914c9fdc456d510464ae02e41,2024-02-25,0.00180577,ETH,4.51,3.636,16.41,17.4,363.880209,
0x1be5a68a2524b8fff2ec65d2ef3a555df4df0f8fdf5fc3a7331162f7c974e5e5,ETH,send,0.071804,0x03b219c8d930258cba306f8cfe8994e8afdc1963,2024-02-25,0.00080726,ETH,2.02,3.636,7.34,7.78,0.071804,
0xfaf7fea12d05557ef4f60975d092f4078a098dec7ef681f29261490d22cb1149,USDT-ERC20,send,1299.572175,0x551e0cf58f0a9db914c9fdc456d510464ae02e41,2024-02-25,0.00273676,ETH,6.84,3.636,24.88,26.37,1299.572175,
0xf2cfdd7069f19e3914b48086e0a063a62f1dc6ba57084e39750803500188203a,ETH,send,0.358743,0xe18e2f11cb26f4d8b7cbf6c0035f6f04504114fc,2024-02-25,0.00078492,ETH,1.96,3.636,7.13,7.56,0.358743,
0x0ab0ce63d096c97877c9b61d97d98bb590e30d0c36f3ac30c922c8a8605ec922,USDT-ERC20,send,129.955865,0xee2bdab0af00b1e0990768ad768417f14cbb65f3,2024-02-25,0.00228528,ETH,5.71,3.636,20.77,22.02,129.955865,
0x85b28952bdeab0f2db4bb86757652013e03b57b93485e6b0c665331d4ffc2339,USDT-ERC20,send,31.189083,0xd2246de48d309adbebd58ef72abff5f2dbf687c3,2024-02-25,0.00174474,ETH,4.36,3.636,15.86,16.81,31.189083,
7c1cbc56cca43eb6e2efd5605d3ddbbc75b724ed4da3428ad61e247dde9fdd71,BTC,send,1.68749889,bc1qmjcttyxszzhax6ce73cwcxa8f07q5n0yay3qt2,2024-02-25,3.102e-05,BTC,1.4,3.636,5.08,5.38,1.68749889,
0xf42c2d2a2f068a9498661ebf06ffc30403482d6c065c5b57b99c5067d122ea1a,ETH,send,0.428475,0xfeb80717aafb06ab592a1eb6def059a0373e28e1,2024-02-25,0.00072107,ETH,1.8,3.636,6.55,6.95,0.428475,
0x10620d1097964fc2a74113cfb6150343fa7f62028232aa343d9b44bd4d125f75,ETH,send,0.008553,0x0e84c5dfcee182f74577de07a9affe265f606645,2024-02-25,0.00074174,ETH,1.85,3.636,6.74,7.15,0.008553,
0x546c1d2b60d4248c459dde5f0c81006471ff8ebed4ee8743166891aafd76a7c7,USDT-ERC20,send,38.9899,0x5a9d04df783e902ea53217109ba80d3cb308a80d,2024-02-25,0.00177354,ETH,4.43,3.636,16.12,17.09,38.9899,
0xbe41ab1a0bff45dc90c3ccc5766de858c2f7653cc1e56f48dfb5d22554068931,ETH,send,0.119476,0x9d310f49d5fec2f6a753f688f3e8b592baabd28a,2024-02-25,0.00081375,ETH,2.03,3.636,7.4,7.84,0.119476,
0x5739ad909e1c197766021feacab0e1c4f1fa9bc7338b3997669a6ec21006b8c1,USDT-ERC20,send,1117.710502,0x3b25618ebced124b2fc0fce2bf6aa1c3298ab69c,2024-02-25,0.00237268,ETH,5.93,3.636,21.57,22.86,1117.710502,
0x0688236559c6a9a37010f46e250421fd8574b3da61cdebbfe72d305f52a14519,USDT-ERC20,send,103.973068,0xc23ca73a63a6a926f4d624335f84a4d58147b8ad,2024-02-25,0.00178039,ETH,4.45,3.636,16.18,17.15,103.973068,
0xbcbc4a87c67bd6e666689eeeb538d5841a42cc16c4c3c7097a2d22331ee81910,USDT-ERC20,send,408.08898,0x7c38ac58fb2ebd374c60e09c7f4c69c4148a60fa,2024-02-25,0.00174192,ETH,4.35,3.636,15.83,16.78,408.08898,
0x6138d91fdc2b149f473207241369f8038c3a67d76caf447de34b826abc3aaf58,ETH,send,0.008524,0x93a42cc7f2b70ebe756f6d03b6ed76ca5bbb20f4,2024-02-25,0.00081244,ETH,2.03,3.636,7.39,7.83,0.008524,
55279f464572233f84c040e6b86c5c1765d92ee7537b4e6b8a5692e566cb576e,BTC,send,0.05672939,bc1qjkwd5fcqdahce69ae8g9j7l4wyqx6d0gf5qtz7,2024-02-25,3.161e-05,BTC,1.42,3.636,5.17,5.48,0.05672939,
0x57e406e2682ee6eaa3b218d723e83927a780855d0963d9aff23dfed02b1efbb4,ETH,send,0.025598,0xf03e3f6fcdebb150207d3a24350f449c6aa9c41b,2024-02-25,0.00073015,ETH,1.83,3.636,6.64,7.04,0.025598,
0x66ca52bd6dc8d3a1d476184d5047bc983fdfa1bd3e7c05a0dc64ad15245174c9,ETH,send,0.01706,0xa33e5317a469e395b6ff215ac7456a6d18760a7e,2024-02-25,0.00073015,ETH,1.83,3.636,6.64,7.04,0.01706,
0x8b221df6e5b9afbe5c944205966bbc1c067ca21393369b7bd517c77301bbb974,ETH,send,0.03412,0xfcb9a06dc21441a967e170fcea3a34f97636aff2,2024-02-25,0.00076101,ETH,1.9,3.636,6.92,7.33,0.03412,
0x8dad0f406a3636ef8b272aeb1aea6ad778e536614cd68642aa53143248120032,ETH,send,0.012792,0x93a42cc7f2b70ebe756f6d03b6ed76ca5bbb20f4,2024-02-25,0.00073818,ETH,1.85,3.636,6.71,7.11,0.012792,
0x35ac926e859544ff59412e2ab25a1455186660fb0f1247c5bd3b65c425c538b8,ETH,send,0.426925,0x803bcc66df7ee5ad207d888c57c227aa7e421cce,2024-02-25,0.00084713,ETH,2.12,3.636,7.7,8.16,0.426925,
0xbe65467e58ead4c0b0142c2a3fdc07882dcc8c8118f2b10ce1b60ad6c34d1ae7,USDT-ERC20,send,259.921862,0xf40c549f37abf437609fd08d6f3e49f603c236d4,2024-02-25,0.00188051,ETH,4.7,3.636,17.09,18.12,259.921862,
0x489d390c0bd1a91d7a15855b39fac39db8e459f2f1c272453da6aefaee40a83e,ETH,send,0.427475,0x803bcc66df7ee5ad207d888c57c227aa7e421cce,2024-02-25,0.0008334,ETH,2.08,3.636,7.58,8.03,0.427475,
0x510b4527bb6a6944a36de58f54670853031d4eee654e6e5a2a56a24c9a052a8f,ETH,send,0.0171,0xabc0d6bbd292ac43cf15203fe13d31a083984f09,2024-02-25,0.00081922,ETH,2.05,3.636,7.45,7.89,0.0171,
0x61e28655ae466cec6d5bcea296940843bac3be4c7b0e0018e0fe30833fb12799,USDT-ERC20,send,311.89732,0xb6d64c804fa680427b8001600858d19e5a4f816b,2024-02-25,0.00220966,ETH,5.52,3.636,20.09,21.29,311.89732,
0x7775f00e2a604a791536a3d334606eccbc390c2b9ab1c5a63fb976d2bf1d6105,USDT-ERC20,send,1039.65774,0x98710a8b1b20df74cb307216255495a522a572fa,2024-02-25,0.00246518,ETH,6.16,3.636,22.41,23.75,1039.65774,
0x7f85ccc38b62440a8c4ce4127592c7780c11ed14e0ee3b6b06c3a5503a9c28f3,ETH,send,0.119616,0xbce5a55509d781467228df6914d6cd2b94ad13fc,2024-02-25,0.0008489,ETH,2.12,3.636,7.72,8.18,0.119616,
1828a51f562c2864dd477f3f5de78c7b850579a2bc9b9ddb3182b06bda56c240,BTC,send,0.024189,1DJQ9TyLoYVbS7QpmM2yHpWW4amEUjR8ka,2024-02-25,7.561e-05,BTC,3.4,3.636,12.37,13.11,0.024189,
0x09a1ada6755a07682fffbb268e9ddcdbc75072a96e28e8ebd56b9c955a18b8e8,ETH,send,0.025656,0x1ef867a80b5a60b6fc143482b8d5a2600fab4b97,2024-02-25,0.00088194,ETH,2.2,3.636,8.02,8.5,0.025656,
0x40aca82a2371d7b5959d71131510b1cb6f31a168e48c922d10ee6c99a5da5d41,USDT-ERC20,send,38.985138,0x82d55871d81985682fe13c69fb777a8d53cc84c0,2024-02-25,0.00173119,ETH,4.33,3.636,15.74,16.68,38.985138,
0x3790c0b64c61b959e1be3a68dc6897ede15f9ba360fe17483d4a054852f6ec98,ETH,send,0.426054,0x1ef867a80b5a60b6fc143482b8d5a2600fab4b97,2024-02-25,0.00091815,ETH,2.3,3.636,8.35,8.85,0.426054,
0xf4128bec0b8f282bcfe3db5fcb45b1bedc96a9926048e5a7a24268cca170329f,ETH,send,0.017033,0x48de98747843a860445210ab201844d2d06420fd,2024-02-25,0.00078181,ETH,1.95,3.636,7.11,7.53,0.017033,
0x5bd46813e4997a5eebc71fb7f29d71ff54cfe0e04415f07187b654074070a8a6,ETH,send,0.425,0x8f8ae594070d321d834426610340608185568781,2024-02-25,0.00072552,ETH,1.81,3.636,6.59,6.99,0.425,
0x653761dbc82c541c19f8a3f495cc20d0818bfe34edfd065eb92bc2acaa3da76d,ETH,send,0.42455,0x8f8ae594070d321d834426610340608185568781,2024-02-25,0.00074377,ETH,1.86,3.636,6.76,7.17,0.42455,
0x95d626c0929cfff2aa8d3abd2257c361b5da1b340d9c38c669a2fc36a349e688,USDT-ERC20,send,1337.3847,0x26cb75b3fdbd53944dd94b9aec1263eb7cc8030c,2024-02-25,0.00161936,ETH,4.05,3.636,14.72,15.6,1337.3847,
0xc80c62c0ca7c52a1b640ff8b8eed396542b1425d813c36940fea28737c263188,ETH,send,0.016978,0xf1f23e4b659d84003a9307f4bab7989ed30a6133,2024-02-25,0.00075957,ETH,1.9,3.636,6.9,7.32,0.016978,
0x4f50439d61df85cd00e45a8129964d2f186355e68369f835d0cf309511584067,USDT-ERC20,send,1299.494475,0x26cb75b3fdbd53944dd94b9aec1263eb7cc8030c,2024-02-25,0.00238223,ETH,5.96,3.636,21.65,22.95,1299.494475,
0x09d24eb5b462cf729857cf121657439aa8857187e863e0acba0238175dc409a3,ETH,send,0.010186,0xabc0d6bbd292ac43cf15203fe13d31a083984f09,2024-02-25,0.00073797,ETH,1.84,3.636,6.71,7.11,0.010186,
28c72cde19526a3dfae1c6b50503758e7acc5e59ce1dc4b6f813d27bddadaab0,BTC,send,1.77543791,bc1qzdt7aa745t9nnq6j04a3sxual8r72jzq5vczc5,2024-02-25,4.729e-05,BTC,2.13,3.636,7.74,8.2,1.77543791,
0xb7d8bf555c1d586e7e3d315d16bdb8b2c67a2aa4243535f0ef6ce964762a993a,USDT-ERC20,send,1299.494475,0x30903053333991202956d3391c52b2fb9a41fde4,2024-02-25,0.00173925,ETH,4.35,3.636,15.81,16.76,1299.494475,
0xa8256958b39ddcd848713fe7fd6bc311d027b5574195aca7eac198313bcc86d6,USDT-ERC20,send,259.898895,0x30903053333991202956d3391c52b2fb9a41fde4,2024-02-25,0.0018151,ETH,4.54,3.636,16.5,17.49,259.898895,
0x6535b741d1dbd5ee37b7b61a9ac2ee9fc056792727fae137810a6544e68690d0,ETH,send,0.06776,0x1caab5dd59eb2d29e6502b4933f1f7e08422d1d0,2024-02-25,0.00072396,ETH,1.81,3.636,6.58,6.98,0.06776,
0x6522a1a10f27606392db8d0586f9b00ad4ae700d4393201f6610a4ae1e38bb83,ETH,send,0.122792,0x44f29982f827e873b052b93983c4a804539a1a8c,2024-02-25,0.00069932,ETH,1.75,3.636,6.36,6.74,0.122792,
0aa335689464b6d9650fa9586658b95f23e0d102ddd0557b4ff63b1f7dae2ade,BTC,send,0.05670626,bc1q75e57las0hdyeh8hezrgn8qd33wkfad89wszwp,2024-02-25,5.374e-05,BTC,2.42,3.636,8.79,9.32,0.05670626,
0x8be422ea9c7133f772217845a848ee86393666e57e8291d63b5959c1d2451226,USDT-ERC20,send,415.866336,0x635f07213ee6346991ebcf66f7903386f98a6c8f,2024-02-25,0.00231995,ETH,5.8,3.636,21.09,22.35,415.866336,
0xa7ae5fa8b20fd2f8d4c88c9884400497dbaf5fc4f4656f6f4a3f9c896915caac,USDT-ERC20,send,259.914435,0x597a4ca37693482c43f134958a960728d447e6a1,2024-02-25,0.00159785,ETH,3.99,3.636,14.52,15.4,259.914435,
0xba6dc5c271ca36516459674f76d7e340df67ab310f7e77eb633e0aa28db3553e,USDT-ERC20,send,987.682548,0x091e3eb24bbe137fe6ff1fa3f5bc6aae172527e3,2024-02-25,0.00193823,ETH,4.85,3.636,17.62,18.68,987.682548,
0xa42be9d15d31f720e5e83ef82b2407836479aa8a4f1c9b3ae18046051f0ec036,USDT-ERC20,send,779.73519,0x274a9d8761f0a9fac74e48ceed7268647a799b76,2024-02-25,0.00223329,ETH,5.58,3.636,20.3,21.52,779.73519,
28fba32edaada9a08d27cd3e64da88c5234fae31754032fc437aeeb7f67eaa76,BTC,send,0.05672702,bc1qhvn42tvve4l8a9fkpxa848varw7eplszaqth6e,2024-02-25,2.798e-05,BTC,1.26,3.636,4.58,4.85,0.05672702,
0fe4d4ea732ed47702247ed732412f2780685f8410c4cfd05f1444439715837b,BTC,send,1.7906172,1Dv2ecNU8RhNPQ53agoiM8esFyZ4Tbgai1,2024-02-25,2.412e-05,BTC,1.09,3.636,3.95,4.18,1.7906172,
0x1768ada41fac098c14ac09edc8fa69f73b39ec4c4123464814fb0bab708d88fb,USDT-ERC20,send,25.990092,0xf45dc125079a4760dda627b73c01dc03b8a17c14,2024-02-25,0.00213229,ETH,5.33,3.636,19.38,20.55,25.990092,
0xc021e0971317f61cb2449c760fe9b3c50dfc58cbd4b8ca5ca14d2d03723cb614,ETH,send,0.034242,0x0eb1ad0b2cbda383a8f58f57581d7d93a6177ec5,2024-02-25,0.00061921,ETH,1.55,3.636,5.63,5.97,0.034242,
