hash,blockchain,transaction_type,amount,wallet_address,date,fee_crypto,fee_crypto_symbol,fee_usd,usd_ils_rate,fee_ils_standard,fee_ils_markup_6pct,crypto_amount_sent,error
3fa59476d5647da59538fee7cf86302347a0bb2c27c985d5a6e47cfd8f5102dc,,,,,,,,,,,,,Error fetching BTC transaction: 404 Client Error: Not Found for url: https://blockchain.info/rawtx/3fa59476d5647da59538fee7cf86302347a0bb2c27c985d5a6e47cfd8f5102dc
3c810ac8df7d2176acb2aa3bcb93c9a246cf2adfaffae5069ccc0b9842012d5e,,,,,,,,,,,,,Error fetching BTC transaction: 404 Client Error: Not Found for url: https://blockchain.info/rawtx/3c810ac8df7d2176acb2aa3bcb93c9a246cf2adfaffae5069ccc0b9842012d5e
0xca92a42306411eb1656366692e7a593074d6c60c6c23187afde32686612da265,USDT-ERC20,send,518.50949,0x0e4ab4a2c02f50ad1feab2168cb5d31ec5e9be36,2024-03-25,0.00152676,ETH,3.82,3.622,13.82,14.65,518.50949,
9542f49c905ad803fedc9bb855182eda5ee0ba030662b95c91a04222473c4876,,,,,,,,,,,,,Error fetching BTC transaction: 404 Client Error: Not Found for url: https://blockchain.info/rawtx/9542f49c905ad803fedc9bb855182eda5ee0ba030662b95c91a04222473c4876
0x0e111fa2a93b2f65811469bb6a0a25b7c5ec4eb79d373cd5b2f9c58daed1bfd8,USDT-ERC20,send,1301.18195,0x8e09fe8b426c3e8249d50c562fe59a4aa0ea7f3e,2024-03-22,0.00122786,ETH,3.07,3.622,11.12,11.79,1301.18195,
a4e4a127ec2ed50d0816681b316abecb2c2089d1af6cb8d71dcdaa2d70b7a917,,,,,,,,,,,,,Error fetching BTC transaction: 404 Client Error: Not Found for url: https://blockchain.info/rawtx/a4e4a127ec2ed50d0816681b316abecb2c2089d1af6cb8d71dcdaa2d70b7a917
15261d490e82e558f0ee3d4ee8094436e6e4e7c929dee03f9c6f9f4e6bacae97,,,,,,,,,,,,,Error fetching BTC transaction: 404 Client Error: Not Found for url: https://blockchain.info/rawtx/15261d490e82e558f0ee3d4ee8094436e6e4e7c929dee03f9c6f9f4e6bacae97
afde2af231f703f740ff12749a751cead76c1a5821c4fb7b037f4153dc344158,,,,,,,,,,,,,Error fetching BTC transaction: 404 Client Error: Not Found for url: https://blockchain.info/rawtx/afde2af231f703f740ff12749a751cead76c1a5821c4fb7b037f4153dc344158
f40cae02d243a78dd597aef4800629dcaccd1185e3cc2f0db970e40069ac517e,,,,,,,,,,,,,Error fetching BTC transaction: 404 Client Error: Not Found for url: https://blockchain.info/rawtx/f40cae02d243a78dd597aef4800629dcaccd1185e3cc2f0db970e40069ac517e
f97d589695c8087a93e3c1138bd602996b1ad02260ff05ebbdf2ecb6f588c95e,,,,,,,,,,,,,Error fetching BTC transaction: 404 Client Error: Not Found for url: https://blockchain.info/rawtx/f97d589695c8087a93e3c1138bd602996b1ad02260ff05ebbdf2ecb6f588c95e
0x4a254f687e3af60f4c32a0d0c300dc0366ea4555dd32b046aeea9ee1b2fc14fd,ETH,send,0.030794,0x17da048341919fb7625f23cfe8f21c609304c556,2024-03-19,0.00090273,ETH,2.26,3.668,8.28,8.77,0.030794,
0c98514fbe0a66f3c6871310ca09d791a4473eef71b4abd74fb93ea4d09856c9,,,,,,,,,,,,,Error fetching BTC transaction: 404 Client Error: Not Found for url: https://blockchain.info/rawtx/0c98514fbe0a66f3c6871310ca09d791a4473eef71b4abd74fb93ea4d09856c9
0x9cfbb1c2f1bd9745aa3189015f4b3319f4a2758c6a650b7760de13b80ff7a067,USDT-ERC20,send,51.601716,0xf9d500cd29e6d39414585f77d35a5d58d4f12c07,2024-03-17,0.00131191,ETH,3.28,3.653,11.98,12.7,51.601716,
0x961f3eb6cd6917c4fa8c8c43cccbb0d36be55b698edf72634e0cbe39b2c576b4,USDT-ERC20,send,129.00063,0x440be66e2dcc9d77ff4b487bf23f64e912449536,2024-03-17,0.0016212,ETH,4.05,3.653,14.81,15.69,129.00063,
379073b4c194d0893e98498e3e9c59dbdd22eb008144751ccda48d278b5c9800,,,,,,,,,,,,,Error fetching BTC transaction: 404 Client Error: Not Found for url: https://blockchain.info/rawtx/379073b4c194d0893e98498e3e9c59dbdd22eb008144751ccda48d278b5c9800
0x9c2ff62d70dd4696ddf2e7c69ec17261080e61f26e31f8b23fd9fb4054bf6eb9,USDT-ERC20,send,51.968164,0x597a4ca37693482c43f134958a960728d447e6a1,2024-03-14,0.00262664,ETH,6.57,3.625,23.8,25.23,51.968164,
68a413967d4b0ce03e76827c841eceaf70f4b0feef97df649394890e05190f9a,,,,,,,,,,,,,Error fetching BTC transaction: 404 Client Error: Not Found for url: https://blockchain.info/rawtx/68a413967d4b0ce03e76827c841eceaf70f4b0feef97df649394890e05190f9a
3ecf139dd26ef7993e12278c2e8964ed878448afb5f00ad5015521ce5281a65e,,,,,,,,,,,,,Error fetching BTC transaction: 404 Client Error: Not Found for url: https://blockchain.info/rawtx/3ecf139dd26ef7993e12278c2e8964ed878448afb5f00ad5015521ce5281a65e
834570203ff439b64919014ec21bc8be81b239005a3e6eed79bf6fbfda08b31e,,,,,,,,,,,,,Error fetching BTC transaction: 404 Client Error: Not Found for url: https://blockchain.info/rawtx/834570203ff439b64919014ec21bc8be81b239005a3e6eed79bf6fbfda08b31e
c8741d3bc43e09e2becbc41ff8cfff0951afc7b619793608a4aab4c1a093a62c,,,,,,,,,,,,,Error fetching BTC transaction: 404 Client Error: Not Found for url: https://blockchain.info/rawtx/c8741d3bc43e09e2becbc41ff8cfff0951afc7b619793608a4aab4c1a093a62c
4d0249fdc9fed0e128da89267c6cc6ee9fd3e23642419b78a2d49c8ae526b2ba,,,,,,,,,,,,,Error fetching BTC transaction: 404 Client Error: Not Found for url: https://blockchain.info/rawtx/4d0249fdc9fed0e128da89267c6cc6ee9fd3e23642419b78a2d49c8ae526b2ba
ebc3782c255d00427e3975eaffd6e66da9fba95ae519ef12db64accab109417f,,,,,,,,,,,,,Error fetching BTC transaction: 404 Client Error: Not Found for url: https://blockchain.info/rawtx/ebc3782c255d00427e3975eaffd6e66da9fba95ae519ef12db64accab109417f
c49ce4f1239d6de6d040266d992b7f814885c98a9c8d6025202afa07ed57cde2,,,,,,,,,,,,,Error fetching BTC transaction: 404 Client Error: Not Found for url: https://blockchain.info/rawtx/c49ce4f1239d6de6d040266d992b7f814885c98a9c8d6025202afa07ed57cde2
0x0f44dc717744d306fff155e5f5658c3d67177bc96a8cb6ee21915daec2da6b63,USDT-ERC20,send,313.904394,0xb9e85e966fd1d4f1f989204c2a0174022e9f1032,2024-03-06,0.00459422,ETH,11.49,3.608,41.44,43.93,313.904394,
0x80b4eba1f6f462fae21e16ab7f3f93001c840ba87f32c0fd8d7e4215391b2c9e,ETH,send,0.340321,0xb4e2bbf9ade232520866fc29c8c559f51d645ce7,2024-03-06,0.00150523,ETH,3.76,3.608,13.58,14.39,0.340321,
2a50e72d901007138a6f32e7b3adeb7079933bdc9c5de3aaa4c15d2abe6a4053,,,,,,,,,,,,,Error fetching BTC transaction: 404 Client Error: Not Found for url: https://blockchain.info/rawtx/2a50e72d901007138a6f32e7b3adeb7079933bdc9c5de3aaa4c15d2abe6a4053
bc61e5f24b705c932050bd2f28049829e551897b7f556fd08b4793aa25c1c21e,,,,,,,,,,,,,Error fetching BTC transaction: 404 Client Error: Not Found for url: https://blockchain.info/rawtx/bc61e5f24b705c932050bd2f28049829e551897b7f556fd08b4793aa25c1c21e
268fa7300531152b5676d11b4a626beac15a95eb1ff0dbe85724f76705bce9bd,,,,,,,,,,,,,Error fetching BTC transaction: 404 Client Error: Not Found for url: https://blockchain.info/rawtx/268fa7300531152b5676d11b4a626beac15a95eb1ff0dbe85724f76705bce9bd
0x2503abe8a3c1ef41b86f102c7be037b98b7c5d7deb39e545448a173d586139c2,USDT-ERC20,send,173.852108,0xd7ada08e64d216ca2cee1bc6719aa80adc2d780d,2024-03-04,0.00811375,ETH,20.28,3.575,72.52,76.87,173.852108,
3c0087cfcfd779d2c3f5b48067dc56bfb28ec8a8b4e76434885920326e8baaeb,BTC,send,0.07078373,bc1q3yk0kcl0zfddcap2v9f56wmz29han9qukkvhhp,2024-03-04,0.0003131,BTC,14.09,3.575,50.37,53.39,0.07078373,
0x1e38ce9de361f643e9f0ba605eb4701f02b1bd8d96cddbb8c59dc27271cce4c1,USDT-ERC20,send,263.41576,0xf7551f4ddf333f252312617e72fc774303eed94b,2024-03-04,0.00600171,ETH,15.0,3.575,53.64,56.86,263.41576,
0x9de5f6b2450e44b6db49b3855639d73dd2f911263914e3d53e72a4bd3dda0926,USDT-ERC20,send,471.629752,0x4fa3e8e7470bb92a3b84a39f8e0ef4d5cda31240,2024-03-04,0.00484603,ETH,12.12,3.575,43.31,45.91,471.629752,
32e773aac89b650f3642d8ad30dd828c72dc3536f4c181ba0286244ed7abda86,,,,,,,,,,,,,Error fetching BTC transaction: 404 Client Error: Not Found for url: https://blockchain.info/rawtx/32e773aac89b650f3642d8ad30dd828c72dc3536f4c181ba0286244ed7abda86
4d5cb232dd91c03b1cfd82c94eb70856e5e6e54a899c00152f355fc9cb4e9e55,,,,,,,,,,,,,Error fetching BTC transaction: 404 Client Error: Not Found for url: https://blockchain.info/rawtx/4d5cb232dd91c03b1cfd82c94eb70856e5e6e54a899c00152f355fc9cb4e9e55
cb69dc1f769fd5b9d0e11251d2c1b23ae3bea3428290e0f0c54937045958ff2d,,,,,,,,,,,,,Error fetching BTC transaction: 404 Client Error: Not Found for url: https://blockchain.info/rawtx/cb69dc1f769fd5b9d0e11251d2c1b23ae3bea3428290e0f0c54937045958ff2d
ab52b9dce5b867e50473cbaf202b1676b9b8c6b95806985a9b5a73ac00bdcffd,,,,,,,,,,,,,Error fetching BTC transaction: 404 Client Error: Not Found for url: https://blockchain.info/rawtx/ab52b9dce5b867e50473cbaf202b1676b9b8c6b95806985a9b5a73ac00bdcffd
83a25914820265dc66013cd11c898705ae810bfaad022d29e4152d1788a71e69,,,,,,,,,,,,,Error fetching BTC transaction: 404 Client Error: Not Found for url: https://blockchain.info/rawtx/83a25914820265dc66013cd11c898705ae810bfaad022d29e4152d1788a71e69
d3e3c4f517aefc82551cb9865fe918afadcd10db7b39727f30837f7c4344a2d4,,,,,,,,,,,,,Error fetching BTC transaction: 404 Client Error: Not Found for url: https://blockchain.info/rawtx/d3e3c4f517aefc82551cb9865fe918afadcd10db7b39727f30837f7c4344a2d4
0xf5b37584e4e2b89618ccc4332be5c57ce6ed03b032616c3e5a8ef3410cd26a01,ETH,send,0.331928,0x1f530e70e79ceb7b8484d1cecc8fc0d90efbc3ac,2024-02-28,0.00099089,ETH,2.48,3.609,8.94,9.48,0.331928,
0xf14c34380308ee5091718ef4d3db6e39f7705dd072d913e49374d9ac53a7808e,USDT-ERC20,send,1302.683775,0x6ec2078c2ee06de6fdbef93b1f32b1db9744bd18,2024-02-28,0.00278852,ETH,6.97,3.609,25.16,26.67,1302.683775,
0x6f01898d50c2a67a5e2d14f34d89acee35e8b7360afaeb4b8b00a08cf46c3b28,USDT-ERC20,send,521.05858,0x5bb53befd08de1ee964807798ffb98cf2f52aabd,2024-02-28,0.00204148,ETH,5.1,3.609,18.42,19.52,521.05858,
5f6424af433da258b39b03191a24fbbd59279c581281be0bbbcb396a989e22e1,BTC,send,1.10881094,bc1qdn4rhhc4qv7ctchrl9q6kakcrffmejkv0ha4tt,2024-02-28,9.321e-05,BTC,4.19,3.609,15.14,16.05,1.10881094,
0x542969b7e062a64c56eb75585687434429af4f4122300662f10e553370e9f682,ETH,send,0.135464,0x21bc19487745616f22928ce6e9dbf99b148dfaf8,2024-02-28,0.00076576,ETH,1.91,3.609,6.91,7.32,0.135464,
0x00ad3992e08c94685acbff2637a093230d34e89d4648ebc23d8a7df115a1f2d3,ETH,send,0.3987,0x21bc19487745616f22928ce6e9dbf99b148dfaf8,2024-02-28,0.00074429,ETH,1.86,3.609,6.72,7.12,0.3987,
00b0464b1d2d70347b857fd8239eab422e6543b804bac19747e747f6dc64216a,BTC,send,0.04417244,bc1q8fjxczv0ywrpz80gkmkcmmgwghsjk2crypx5zk,2024-02-28,0.00021782,BTC,9.8,3.609,35.38,37.5,0.04417244,
0x2676750569959f0e5d78c7e9776bbad5021a096972a5e663a7d7d88bff126260,ETH,send,0.107753,0x9065c2fe1f0519cad04b5f9c73ee813f14547e45,2024-02-28,0.00076994,ETH,1.92,3.609,6.95,7.36,0.107753,
0x7f47684e3d7781dab8372e3f9b532ad4b9c1990de90e1512cc66c190445a05ed,ETH,send,0.3995,0x819f9a81e702cbd2be17c093dceb0a612998911d,2024-02-28,0.00077217,ETH,1.93,3.609,6.97,7.38,0.3995,
0x9f87a1290d7b599578d01ef9a508cf931dd65672c93672d20bb195b1e01fc4c2,ETH,send,0.016143,0x161ac2c2c1321fb0e91254aa90ebc938047ebebc,2024-02-27,0.00119601,ETH,2.99,3.649,10.91,11.57,0.016143,
0xc6d87c8b40954747097c01608ab64d8dc50681b6907ab0354bddf7678bc4e703,USDT-ERC20,send,627.198456,0xd7d9695482f7de117ec1e23a60628173d9715a47,2024-02-27,0.00441569,ETH,11.04,3.649,40.28,42.7,627.198456,
6d73148921c3565c9c436a16a09cf6405b22e82d995d8ae51804021986b18413,BTC,send,0.02583379,bc1qj74qjz2npcddyeqe9jzrddv2va2y0z8dkmh2t9,2024-02-27,3.421e-05,BTC,1.54,3.649,5.62,5.95,0.02583379,
0x89e3e1e602e1592b938c3926ed4bc5af0cbf46b39110e4b6f07faf8909df4707,ETH,send,0.4032,0xea598a02d4a1a5446e49d748a3f1da7aacef0b58,2024-02-27,0.00128759,ETH,3.22,3.649,11.75,12.45,0.4032,
b15889c30a82e0418f49034acfb0c45932bb0658cd341d96f126670acd5d6741,BTC,send,1.1482726,bc1qayzqcqhxpn97ut2vcdhz4uej0xu9cwsneshu8c,2024-02-27,8.197e-05,BTC,3.69,3.649,13.46,14.27,1.1482726,
0x96fc49f300a7539d77ca7b5a9eb913e8745682c167225573b275f66001ada58d,USDT-ERC20,send,104.525154,0xf037da808d6fd6e02c41929d3221379220a29f23,2024-02-27,0.00425991,ETH,10.65,3.649,38.86,41.19,104.525154,
0xb1925edffa09fe8e16380413c5133f3acaaaaeeca9833bf44a8b18dab350a882,USDT-ERC20,send,130.65098,0xee2bdab0af00b1e0990768ad768417f14cbb65f3,2024-02-27,0.00273233,ETH,6.83,3.649,24.93,26.42,130.65098,
0x032f3e323a4ff1f8814a6c7ceccdada1f821f9e81a2d704bf4be98ba65da953a,USDT-ERC20,send,18.291137,0xd2246de48d309adbebd58ef72abff5f2dbf687c3,2024-02-27,0.00271175,ETH,6.78,3.649,24.74,26.22,18.291137,
0x55064c95dc95814bb54d654bf901ef1bb5d1b6fbe8330c76e116b4934102b172,ETH,send,0.08089,0xc5ee34cfb6b845d9042d8ba3fd67d6a4b2742d15,2024-02-27,0.00135766,ETH,3.39,3.649,12.39,13.13,0.08089,
0xb36026b5b75d0e9367ed58fb84f35e5a682e6db680cd095b432ce564baca575b,USDT-ERC20,send,209.035012,0xfd70572eb05bc992bb4d8ef6024650970c2745b2,2024-02-27,0.00278196,ETH,6.95,3.649,25.38,26.9,209.035012,
0x3846100f3aabc54ff575fff61dc9e0f35e1ecd62ade4353e85667739e70264b8,ETH,send,0.080417,0xe4a9757dff7cf7d0a2e5a49cfdbd9d0d1304bc8c,2024-02-27,0.00148536,ETH,3.71,3.649,13.55,14.36,0.080417,
0x2e7a04748d1802201b4508515e6aa34eca85159bf10f39883efa42d14d475ddf,USDT-ERC20,send,313.568088,0xfd70572eb05bc992bb4d8ef6024650970c2745b2,2024-02-27,0.00424193,ETH,10.6,3.649,38.7,41.02,313.568088,
a7f7fd1e85cb106339e0f18af80b80a6605d7a75646bfd732f04674ade7bc73a,BTC,send,0.00377828,1NP6K65tvmMRzkB2gxz9vekpSzdEGT3Whi,2024-02-27,3.494e-05,BTC,1.57,3.649,5.74,6.08,0.00377828,
0x66e8d4f7ecb58cb2686c750530d18e089c9fa0b9795f35fa4ba80818e9ebe50e,ETH,send,0.033688,0x03b219c8d930258cba306f8cfe8994e8afdc1963,2024-02-27,0.00144153,ETH,3.6,3.649,13.15,13.94,0.033688,
0x9f954d950bf71d52e360afae828b57cbbc61b64d7a6a7b2027392703311d1516,ETH,send,0.32078,0xcf4572ebc6ad68c4749742827cf68f826c11900d,2024-02-27,0.00144502,ETH,3.61,3.649,13.18,13.97,0.32078,
0xed09f2a03f99fa83de82a5c4616e22c68ee4dd09fa725e38abc5e78f1b013798,USDT-ERC20,send,260.439722,0xaa3313c60f7b8a497fbcca588f976c946dedb5aa,2024-02-27,0.00345291,ETH,8.63,3.649,31.5,33.39,260.439722,
f10c6ecf1b4cc590dc619090ca575c1ef9ce60a139ddf8b3e0b37fbd829ab6da,BTC,send,0.01178375,bc1qv53hkw6vl2lsneq6cjt72aqqajpjuf2354ag9w,2024-02-27,4.925e-05,BTC,2.22,3.649,8.09,8.57,0.01178375,
0x2b10e131afa39807189228bcdf93b3ce4fa2007943f8e4a9909d659d077aa8fb,USDT-ERC20,send,625.1172,0x73d9330bd821ab7006af991bdea3fd02abb84fc4,2024-02-27,0.0030654,ETH,7.66,3.649,27.96,29.64,625.1172,
0xf02043c9abf7ce4b67424c6e04d5e43daccf8014d288e17e2e361a5d16049e3f,USDT-ERC20,send,989.740552,0x585afee9939e2b83902537b9f546065f06e7c2e1,2024-02-27,0.00429504,ETH,10.74,3.649,39.18,41.53,989.740552,
0xbe710f64e223c5e68902430f7ac0bd3c6974638824f0db3b3c0276e2615001b7,USDT-ERC20,send,52.089572,0x50ad605fb2047f31f1ac279977c48f01f56367c1,2024-02-27,0.00320416,ETH,8.01,3.649,29.23,30.98,52.089572,
0x08e9d365d0423c4fc3e6267cd8678558801d9b3e4b9eb9a6c545db0abe2e9af7,USDT-ERC20,send,130.223932,0x784a1a1d371ad4a82c91734aead4b8c237f2a15a,2024-02-27,0.00335754,ETH,8.39,3.649,30.63,32.47,130.223932,
f4e66967ccb9fa065b16c4d00a966b70dda39ef81efc29f8a4b97991122310bb,BTC,send,0.0354331,bc1qgdw8ar20lt5phtyw23y8nt68hgndwveqsxyruw,2024-02-27,0.0001082,BTC,4.87,3.649,17.77,18.83,0.0354331,
e4409c886d3b5809a9efe3851ad40581c5e5dbb9784ad24079431f78f2cdf573,BTC,send,0.01051122,bc1qww2d9rmje0flqtlf86axtsel3cpng375252e9t,2024-02-27,7.521e-05,BTC,3.38,3.649,12.35,13.09,0.01051122,
0xe68ee8505b2953f715ae4acf553768adc84f83befb7eea523777d8cb2903beee,USDT-ERC20,send,312.277986,0x2d11672603855ac7c364520a6c2df91e2b78d7a6,2024-02-27,0.00401381,ETH,10.03,3.649,36.62,38.81,312.277986,
0x525372bb3528a8b6a97bc2c5e112838f317f9d473a981722b6bfe9202e4e5806,USDT-ERC20,send,234.210927,0x8c1443a71df08b0f2a65ca61b2e42ccd33c44f6a,2024-02-27,0.00306478,ETH,7.66,3.649,27.96,29.64,234.210927,
0xc56dda159106ae9a506449326fc3f513edaf6ad9b3bdfc2bb4f4332be0eb5d1b,USDT-ERC20,send,52.043758,0x8c1443a71df08b0f2a65ca61b2e42ccd33c44f6a,2024-02-27,0.00392944,ETH,9.82,3.649,35.85,38.0,52.043758,
0x870d705547296df3dcfa39fd6bd3b57257c3bb0eda4cec0931e05a15207add81,USDT-ERC20,send,78.064011,0xab396c915f68dae4ce7c73a09a5ce810f83a20b9,2024-02-27,0.00287509,ETH,7.19,3.649,26.23,27.8,78.064011,
0x07daec9fcf0d41e865db9a2bf3608db0c849127cfd93841696469d0fd910298b,USDT-ERC20,send,182.151253,0x5199e1baa1f1ab3fd83850b924e6fb3019235150,2024-02-27,0.00287509,ETH,7.19,3.649,26.23,27.8,182.151253,
0xfe7459a93003eba34aebbfaa4b69eefc44bd3c0fdb527b702d1ecb6a7e62454f,USDT-ERC20,send,312.24711,0x98dc0f7f8bb1d7b7631991a2c9b018d988d6eb44,2024-02-27,0.00294454,ETH,7.36,3.649,26.86,28.47,312.24711,
0x122e831475e71d8bb7b738033b3448014e0be19112080af2c36d7378d5280cb3,ETH,send,0.007985,0x4c2739f2e4cbce0632b8d750bd395933493cf63f,2024-02-27,0.00133372,ETH,3.33,3.649,12.17,12.9,0.007985,
0xb92d0e4fe9605a8a9fee627e44a5208ff371063ea7d0a356ca581cf1af0fe656,USDT-ERC20,send,23.419202,0xd2246de48d309adbebd58ef72abff5f2dbf687c3,2024-02-27,0.00287735,ETH,7.19,3.649,26.25,27.82,23.419202,
0x9f1637380ec408d19a92b219acb9528d4b72e26bf4ad9387e6670e5a016960c3,USDT-ERC20,send,338.298512,0x46ffc28b5900d2dd1a64c7e5f2f7eef90495184c,2024-02-27,0.0028078,ETH,7.02,3.649,25.61,27.15,338.298512,
0x33f2ace2dfeb258d607b36ddf282308cc1a0b6ad1679e9fc27bbd0a0abd44d9d,USDT-ERC20,send,1301.181975,0x1caeb6d97eaa5527d0636353c44d6f85cb214faa,2024-02-27,0.00248179,ETH,6.2,3.649,22.64,24.0,1301.181975,
0x1827ab84af9049ecc3d6df8ada6b53ddc2d778ca2fe8c74c822f2adaf621bde8,USDT-ERC20,send,364.324317,0x7fb906c9e05dda37ff419a36c9433011febf1a06,2024-02-27,0.00266857,ETH,6.67,3.649,24.34,25.8,364.324317,
0x0e28f99ddc868061ba78581ccd4ed230cc3a010400689592b3d7e121ba413cbe,USDT-ERC20,send,1301.181975,0x1caeb6d97eaa5527d0636353c44d6f85cb214faa,2024-02-27,0.00259199,ETH,6.48,3.649,23.65,25.06,1301.181975,
0x342e27f475e227b9de0bed4890b20175dd7376714f42c18a8ad346ee6e1e2df0,USDT-ERC20,send,104.096996,0x597a4ca37693482c43f134958a960728d447e6a1,2024-02-27,0.00321731,ETH,8.04,3.649,29.35,31.11,104.096996,
0x378be7d075a83196203e40c8528782bcf1931a2fb820bca79524e6a67d003684,USDT-ERC20,send,1301.195525,0x1caeb6d97eaa5527d0636353c44d6f85cb214faa,2024-02-27,0.00248087,ETH,6.2,3.649,22.63,23.99,1301.195525,
0xb1f20258c68663ec43e1c4833f5bc7d9751c0b88d94ac358ed76e513c957440c,USDT-ERC20,send,1301.171825,0x1caeb6d97eaa5527d0636353c44d6f85cb214faa,2024-02-27,0.00387801,ETH,9.7,3.649,35.38,37.5,1301.171825,
0xeb9fe288c1f4813e78de79a49bc3519306332922da391c360fd1dfe4c3010e9c,USDT-ERC20,send,1092.984333,0xaebded03dd028641d3774133e7ddd684eda94f60,2024-02-27,0.00372841,ETH,9.32,3.649,34.01,36.05,1092.984333,
0x3f68a051a2813cf8223eb018273ace35899ca65b3a257f2f495f7e213da1963f,ETH,send,0.031952,0x2c5c75eca0d3db8d97a7181c816ee68587d31bd9,2024-02-27,0.00127928,ETH,3.2,3.649,11.67,12.37,0.031952,
000f776909b69acb3c86b886cf00ee95b42ab16271036b0142b4302eff3eb1d5,BTC,send,0.01617643,bc1qn232dy40ecxr2mh55wkgevuud4yk6r0v0kms9s,2024-02-27,0.00010508,BTC,4.73,3.649,17.25,18.29,0.01617643,
0x28509a4cd37238f3cb64729f78c5bda18f090365a14e66975dcf9e27666a44c3,ETH,send,0.031988,0xd293fbd2fb066fd955aa90492923686f91d05188,2024-02-27,0.00129589,ETH,3.24,3.649,11.82,12.53,0.031988,
0xdb0992be63f87d5e77938ea6aaf343ebfc369d48db15d0d6f44523f1b3954611,ETH,send,0.031107,0x14dc8e4c564145561cd5e76230534698e0d5262d,2024-02-27,0.00115681,ETH,2.89,3.649,10.55,11.19,0.031107,
0xde448030f1384554fb13c69b388efb97894c75bd9f2b68d3a4bb91fdafb342f3,USDT-ERC20,send,676.146588,0x15df68f7ec3d994fdd389e89b0293c7f0e84ef1d,2024-02-27,0.00363997,ETH,9.1,3.649,33.21,35.2,676.146588,
8774473c808ec3d75bf977c7ca3fdfce13a16a1063d0b682880646009ca9db98,BTC,send,0.01260375,17ed6PXNppHnAQVr8vomS3skNpoBKzKkde,2024-02-27,7.055e-05,BTC,3.17,3.649,11.58,12.28,0.01260375,
0xfa771d2c50f97f6961e8adad8d898dc39454551511bfee8e9c606891d6a3c868,USDT-ERC20,send,260.061109,0xfce6b7f427c4531b2b338d0c4dfb629b9b5af89e,2024-02-27,0.00371347,ETH,9.28,3.649,33.88,35.91,260.061109,
0xfcff00e25e8c61c94b1b989b392c0761875f17727e0a4614290b24184662fc67,USDT-ERC20,send,130.020412,0xa6565acd9f7768ff01581694cb3bb9da03772bac,2024-02-27,0.00288616,ETH,7.22,3.649,26.33,27.91,130.020412,
0x6cf61ef340fc3246f71bc198c182748ffc30d0fba1371b583a27965c492b478b,ETH,send,0.003976,0xbc9f2fd03bbd3d252dabf24ab3e47465650edb42,2024-02-27,0.00108354,ETH,2.71,3.649,9.88,10.48,0.003976,
0xf825bd292e96c9fe8592dc804c114956d5825f425e5fa3c0635b7a2fb999b706,USDT-ERC20,send,655.328424,0xfef4e6295994cfea2923bd5120724f46c1e61156,2024-02-27,0.00308311,ETH,7.71,3.649,28.13,29.81,655.328424,
0x3db362f8c8426c696125c5c02304616cb8f40fef1b666b6f4cca3a0d17f6d1fe,ETH,send,0.001594,0xbc9f2fd03bbd3d252dabf24ab3e47465650edb42,2024-02-27,0.00105351,ETH,2.63,3.649,9.61,10.19,0.001594,
06721871149b958f124ec9b3b0aa6b5b66c0ba816fa4493b3f38dfefa98745f8,BTC,send,0.0206813,bc1qccx9tg6nf7l44zzq7wjg9narf8qeglmjj5747v,2024-02-27,6.17e-05,BTC,2.78,3.649,10.13,10.74,0.0206813,
0x38e5afe4ffd687c881d68d82a2e116c1e3c0eb95c481d78b423d41384d18cd0c,ETH,send,0.003194,0xbc9f2fd03bbd3d252dabf24ab3e47465650edb42,2024-02-27,0.00108955,ETH,2.72,3.649,9.94,10.54,0.003194,
0x419402f59585262088fa50602808f46ad0abdcc6b792ddb76b6a164fc1b4950e,USDT-ERC20,send,104.009838,0xbc9f2fd03bbd3d252dabf24ab3e47465650edb42,2024-02-27,0.00256108,ETH,6.4,3.649,23.36,24.77,104.009838,
0x649fe55966c64a14df8ca9e27a624919e67d67e4f95876bda4710fc29f607896,USDT-ERC20,send,1274.571242,0xbc9f2fd03bbd3d252dabf24ab3e47465650edb42,2024-02-27,0.00344745,ETH,8.62,3.649,31.45,33.34,1274.571242,
0x680310531f89c6b214b62b9950550a9cc2194236f2525cde36e77a418ae8b12a,USDT-ERC20,send,1196.607867,0x56d50c75d3643f7266eb38338c99e6b4b4e1dd7e,2024-02-27,0.00270315,ETH,6.76,3.649,24.66,26.14,1196.607867,
0x37539427a9aa2fa6d600bc925fa181c9bc1952116643991c11046baba51b09d4,ETH,send,0.397325,0x56d50c75d3643f7266eb38338c99e6b4b4e1dd7e,2024-02-27,0.00113693,ETH,2.84,3.649,10.37,10.99,0.397325,
0x6790d1a08a70418753e76bd7d68895d2aa87ececdfb1ba9e5862b77876694098,USDT-ERC20,send,520.25888,0x9aa714bbae2f1a99592d7f04f9b393244e61fbb4,2024-02-27,0.00208564,ETH,5.21,3.649,19.03,20.17,520.25888,
e86614118c7f49bb4690163491eb3ead24434017a1a2a35211ed6ae93a3fd1bd,BTC,send,0.0144513,bc1qcf07rxncrd73vhdf9yry0t30elmwtuyk8djpj2,2024-02-27,6.17e-05,BTC,2.78,3.649,10.13,10.74,0.0144513,
0x1dd9a3cf36ca4cb405463b02e2cfd86ad5925ce4b4e7f2805f47d711e5356e51,USDT-ERC20,send,754.34594,0xaed2d8c3271947dec62850a9751aa15f8848e071,2024-02-27,0.00211276,ETH,5.28,3.649,19.27,20.43,754.34594,
